city,state,latitude,longitude,parameter,value,unit,date,source
Lucknow,Uttar Pradesh,26.841750370461767,80.95558111951196,no2,24.84,µg/m³,2023-01-01,OpenAQ/CPCB
Lucknow,Uttar Pradesh,26.8198476234556,80.9668955829879,no2,33.01,µg/m³,2023-01-31,OpenAQ/CPCB
Lucknow,Uttar Pradesh,26.842103132640702,80.96493849200714,no2,24.81,µg/m³,2023-03-02,OpenAQ/CPCB
Lucknow,Uttar Pradesh,26.87548280266467,80.95870580071643,no2,28.29,µg/m³,2023-04-01,OpenAQ/CPCB
Lucknow,Uttar Pradesh,26.89006684584455,80.93871389661042,no2,24.15,µg/m³,2023-05-01,OpenAQ/CPCB
Lucknow,Uttar Pradesh,26.861463472340247,80.98704114452127,no2,22.32,µg/m³,2023-05-31,OpenAQ/CPCB
Lucknow,Uttar Pradesh,26.80384098368558,80.91279227892208,no2,26.76,µg/m³,2023-06-30,OpenAQ/CPCB
Lucknow,Uttar Pradesh,26.871595772206962,80.95312070493192,no2,18.59,µg/m³,2023-07-30,OpenAQ/CPCB
Lucknow,Uttar Pradesh,26.80913536581747,80.96506779912121,no2,18.3,µg/m³,2023-08-29,OpenAQ/CPCB
Lucknow,Uttar Pradesh,26.890967624074403,80.9462472177118,no2,24.76,µg/m³,2023-09-28,OpenAQ/CPCB
Lucknow,Uttar Pradesh,26.80474418518993,80.90018607841837,no2,38.74,µg/m³,2023-10-28,OpenAQ/CPCB
Lucknow,Uttar Pradesh,26.828932158335828,80.92123679024121,no2,36.99,µg/m³,2023-11-27,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.496091110219282,80.36549586139063,pm25,48.07,µg/m³,2023-01-01,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.494978627780636,80.38185724168775,pm25,72.14,µg/m³,2023-01-31,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.426851102596704,80.28592316731446,pm25,42.76,µg/m³,2023-03-02,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.446950082325163,80.34705094894338,pm25,45.08,µg/m³,2023-04-01,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.418048914722313,80.34043296252779,pm25,49.5,µg/m³,2023-05-01,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.449072580219102,80.29102424062938,pm25,41.72,µg/m³,2023-05-31,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.43323083936651,80.34891335095212,pm25,33.8,µg/m³,2023-06-30,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.432880366357896,80.35126736739835,pm25,47.89,µg/m³,2023-07-30,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.49441935395632,80.3632566034738,pm25,32.15,µg/m³,2023-08-29,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.445382590860174,80.31335171571702,pm25,39.38,µg/m³,2023-09-28,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.496918472680857,80.32231750570008,pm25,59.61,µg/m³,2023-10-28,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.498711921478176,80.34766603864831,pm25,69.12,µg/m³,2023-11-27,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.441224757079933,80.30065825413946,no2,39.18,µg/m³,2023-01-01,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.475544315405557,80.3444408742145,no2,34.18,µg/m³,2023-01-31,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.420255823835028,80.33682196390853,no2,25.1,µg/m³,2023-03-02,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.443711609507236,80.35172500291222,no2,27.68,µg/m³,2023-04-01,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.497214681582168,80.3427871667082,no2,15.3,µg/m³,2023-05-01,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.415737816380524,80.33698390070028,no2,17.11,µg/m³,2023-05-31,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.409220920128153,80.38112571393953,no2,21.91,µg/m³,2023-06-30,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.44604478941788,80.29364661490897,no2,27.45,µg/m³,2023-07-30,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.44973755047072,80.35356033259919,no2,26.21,µg/m³,2023-08-29,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.427242489671325,80.36537239455767,no2,21.25,µg/m³,2023-09-28,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.424273090607514,80.33702650768805,no2,51.27,µg/m³,2023-10-28,OpenAQ/CPCB
Kanpur,Uttar Pradesh,26.492086814993154,80.3327240891593,no2,34.78,µg/m³,2023-11-27,OpenAQ/CPCB
Nagpur,Maharashtra,21.18220269344286,79.06582474028221,pm25,42.24,µg/m³,2023-01-01,OpenAQ/CPCB
Nagpur,Maharashtra,21.137294242355136,79.13162483936826,pm25,40.08,µg/m³,2023-01-31,OpenAQ/CPCB
Nagpur,Maharashtra,21.177854947318558,79.06648389832829,pm25,18.49,µg/m³,2023-03-02,OpenAQ/CPCB
Nagpur,Maharashtra,21.154493772241416,79.13809023332294,pm25,15.7,µg/m³,2023-04-01,OpenAQ/CPCB
Nagpur,Maharashtra,21.11065954183828,79.09205805777039,pm25,18.25,µg/m³,2023-05-01,OpenAQ/CPCB
Nagpur,Maharashtra,21.15099174170708,79.09254300629587,pm25,16.32,µg/m³,2023-05-31,OpenAQ/CPCB
Nagpur,Maharashtra,21.127977735022906,79.05706523737071,pm25,17.79,µg/m³,2023-06-30,OpenAQ/CPCB
Nagpur,Maharashtra,21.15297976419849,79.0615562446058,pm25,21.03,µg/m³,2023-07-30,OpenAQ/CPCB
Nagpur,Maharashtra,21.100164729909732,79.11267051515652,pm25,22.08,µg/m³,2023-08-29,OpenAQ/CPCB
Nagpur,Maharashtra,21.17694089025649,79.0768078752491,pm25,21.14,µg/m³,2023-09-28,OpenAQ/CPCB
Nagpur,Maharashtra,21.177874755170958,79.13628181386598,pm25,37.04,µg/m³,2023-10-28,OpenAQ/CPCB
Nagpur,Maharashtra,21.09950196113456,79.0884291150133,pm25,32.99,µg/m³,2023-11-27,OpenAQ/CPCB
Nagpur,Maharashtra,21.182770031336222,79.12561903740543,no2,19.6,µg/m³,2023-01-01,OpenAQ/CPCB
Nagpur,Maharashtra,21.148395108680756,79.08389280744743,no2,17.59,µg/m³,2023-01-31,OpenAQ/CPCB
Nagpur,Maharashtra,21.13679786197464,79.10367813264277,no2,11.87,µg/m³,2023-03-02,OpenAQ/CPCB
Nagpur,Maharashtra,21.142749060098474,79.13512036305742,no2,7.65,µg/m³,2023-04-01,OpenAQ/CPCB
Nagpur,Maharashtra,21.16507045985869,79.10318366525793,no2,9.02,µg/m³,2023-05-01,OpenAQ/CPCB
Nagpur,Maharashtra,21.181034133656592,79.12413421841683,no2,12.83,µg/m³,2023-05-31,OpenAQ/CPCB
Nagpur,Maharashtra,21.127466115393343,79.1100717425223,no2,9.33,µg/m³,2023-06-30,OpenAQ/CPCB
Nagpur,Maharashtra,21.183038301739856,79.04178990998376,no2,12.14,µg/m³,2023-07-30,OpenAQ/CPCB
Nagpur,Maharashtra,21.158916101685467,79.13029290987804,no2,7.01,µg/m³,2023-08-29,OpenAQ/CPCB
Nagpur,Maharashtra,21.170476636673794,79.08159714719231,no2,13.91,µg/m³,2023-09-28,OpenAQ/CPCB
Nagpur,Maharashtra,21.15917478287808,79.12545792326071,no2,13.02,µg/m³,2023-10-28,OpenAQ/CPCB
Nagpur,Maharashtra,21.165200116279326,79.12854240620504,no2,17.64,µg/m³,2023-11-27,OpenAQ/CPCB
Indore,Madhya Pradesh,22.749214346516222,75.83703677759651,pm25,25.3,µg/m³,2023-01-01,OpenAQ/CPCB
Indore,Madhya Pradesh,22.68415697956994,75.86081663181487,pm25,34.34,µg/m³,2023-01-31,OpenAQ/CPCB
Indore,Madhya Pradesh,22.748851947388093,75.82469836490681,pm25,21.99,µg/m³,2023-03-02,OpenAQ/CPCB
Indore,Madhya Pradesh,22.756683959864485,75.86967103685373,pm25,14.56,µg/m³,2023-04-01,OpenAQ/CPCB
Indore,Madhya Pradesh,22.760882901602354,75.82201177201284,pm25,17.03,µg/m³,2023-05-01,OpenAQ/CPCB
Indore,Madhya Pradesh,22.694997733941353,75.8332326708159,pm25,20.39,µg/m³,2023-05-31,OpenAQ/CPCB
Indore,Madhya Pradesh,22.750063307697513,75.89782094235989,pm25,13.5,µg/m³,2023-06-30,OpenAQ/CPCB
Indore,Madhya Pradesh,22.68539756220718,75.85187297836038,pm25,23.7,µg/m³,2023-07-30,OpenAQ/CPCB
Indore,Madhya Pradesh,22.72835717051264,75.871593870236,pm25,18.63,µg/m³,2023-08-29,OpenAQ/CPCB
Indore,Madhya Pradesh,22.69460982244077,75.89223039251425,pm25,19.83,µg/m³,2023-09-28,OpenAQ/CPCB
Indore,Madhya Pradesh,22.708069324896734,75.85602080610592,pm25,29.51,µg/m³,2023-10-28,OpenAQ/CPCB
Indore,Madhya Pradesh,22.726792269235073,75.86518119301786,pm25,30.56,µg/m³,2023-11-27,OpenAQ/CPCB
Indore,Madhya Pradesh,22.699123075388325,75.90549444845767,no2,28.51,µg/m³,2023-01-01,OpenAQ/CPCB
Indore,Madhya Pradesh,22.697048038017822,75.86429290169556,no2,23.4,µg/m³,2023-01-31,OpenAQ/CPCB
Indore,Madhya Pradesh,22.74406688411653,75.8126044250776,no2,13.24,µg/m³,2023-03-02,OpenAQ/CPCB
Indore,Madhya Pradesh,22.71927272865239,75.89811552908937,no2,12.56,µg/m³,2023-04-01,OpenAQ/CPCB
Indore,Madhya Pradesh,22.74948601195076,75.86840649981642,no2,9.85,µg/m³,2023-05-01,OpenAQ/CPCB
Indore,Madhya Pradesh,22.73326178780059,75.86978911631303,no2,10.41,µg/m³,2023-05-31,OpenAQ/CPCB
Indore,Madhya Pradesh,22.74169283766707,75.87361815403167,no2,13.17,µg/m³,2023-06-30,OpenAQ/CPCB
Indore,Madhya Pradesh,22.73242481036869,75.89804037040729,no2,14.53,µg/m³,2023-07-30,OpenAQ/CPCB
Indore,Madhya Pradesh,22.700493288395265,75.85178231901628,no2,12.9,µg/m³,2023-08-29,OpenAQ/CPCB
Indore,Madhya Pradesh,22.742835976793923,75.81671333757461,no2,12.33,µg/m³,2023-09-28,OpenAQ/CPCB
Indore,Madhya Pradesh,22.744348086493837,75.82526400704442,no2,17.86,µg/m³,2023-10-28,OpenAQ/CPCB
Indore,Madhya Pradesh,22.723540775898442,75.90484895812112,no2,15.37,µg/m³,2023-11-27,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.30124869744817,77.44564726195674,pm25,40.27,µg/m³,2023-01-01,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.29236898125424,77.41078478298738,pm25,32.42,µg/m³,2023-01-31,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.2845559350717,77.39647152538019,pm25,26.76,µg/m³,2023-03-02,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.306189329286887,77.37667570150059,pm25,15.76,µg/m³,2023-04-01,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.29591405968988,77.43502167120755,pm25,29.3,µg/m³,2023-05-01,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.30662697473,77.44305876440205,pm25,29.52,µg/m³,2023-05-31,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.288968196858892,77.36399186551009,pm25,19.74,µg/m³,2023-06-30,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.255378602773387,77.42988283818737,pm25,22.46,µg/m³,2023-07-30,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.268356009165213,77.44484173012268,pm25,24.62,µg/m³,2023-08-29,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.22073461021992,77.38598219022116,pm25,28.88,µg/m³,2023-09-28,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.298323484521482,77.41874073822498,pm25,25.78,µg/m³,2023-10-28,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.232036720007397,77.36892170411602,pm25,51.28,µg/m³,2023-11-27,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.300838763842787,77.39281901745292,no2,27.03,µg/m³,2023-01-01,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.22387770125072,77.45722615328819,no2,20.42,µg/m³,2023-01-31,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.25916246189782,77.37231919986218,no2,10.43,µg/m³,2023-03-02,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.22346640487063,77.40796437568889,no2,15.58,µg/m³,2023-04-01,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.284214012152315,77.45719740857794,no2,13.66,µg/m³,2023-05-01,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.28412690147653,77.37805229024099,no2,11.44,µg/m³,2023-05-31,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.21980216347105,77.41153470377895,no2,11.4,µg/m³,2023-06-30,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.305052152538103,77.3658716286855,no2,11.34,µg/m³,2023-07-30,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.25423830860607,77.45765551698514,no2,11.01,µg/m³,2023-08-29,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.219835462460612,77.43116802654812,no2,15.3,µg/m³,2023-09-28,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.307684252945204,77.39846738412123,no2,22.59,µg/m³,2023-10-28,OpenAQ/CPCB
Bhopal,Madhya Pradesh,23.228880856216104,77.37481597190872,no2,20.26,µg/m³,2023-11-27,OpenAQ/CPCB
Patna,Bihar,25.589571736857053,85.1538768738062,pm25,81.25,µg/m³,2023-01-01,OpenAQ/CPCB
Patna,Bihar,25.603814595951956,85.08973574547365,pm25,71.52,µg/m³,2023-01-31,OpenAQ/CPCB
Patna,Bihar,25.568456889716405,85.10019238853081,pm25,43.54,µg/m³,2023-03-02,OpenAQ/CPCB
Patna,Bihar,25.550961015282436,85.16411573758886,pm25,37.71,µg/m³,2023-04-01,OpenAQ/CPCB
Patna,Bihar,25.56569513519187,85.17456954267696,pm25,28.35,µg/m³,2023-05-01,OpenAQ/CPCB
Patna,Bihar,25.558855417994145,85.17765310356319,pm25,31.53,µg/m³,2023-05-31,OpenAQ/CPCB
Patna,Bihar,25.62994061263802,85.10206879803205,pm25,23.0,µg/m³,2023-06-30,OpenAQ/CPCB
Patna,Bihar,25.569165419672814,85.10504971209015,pm25,26.33,µg/m³,2023-07-30,OpenAQ/CPCB
Patna,Bihar,25.54667801497862,85.08908603272307,pm25,40.24,µg/m³,2023-08-29,OpenAQ/CPCB
Patna,Bihar,25.567893160609046,85.1199771461962,pm25,43.62,µg/m³,2023-09-28,OpenAQ/CPCB
Patna,Bihar,25.54933990178612,85.16177180569542,pm25,49.48,µg/m³,2023-10-28,OpenAQ/CPCB
Patna,Bihar,25.6186665275034,85.13522459654233,pm25,66.07,µg/m³,2023-11-27,OpenAQ/CPCB
Patna,Bihar,25.59542379576092,85.0985054010004,no2,43.31,µg/m³,2023-01-01,OpenAQ/CPCB
Patna,Bihar,25.63864156429701,85.09193650368992,no2,36.12,µg/m³,2023-01-31,OpenAQ/CPCB
Patna,Bihar,25.630798090775986,85.13974512147132,no2,24.13,µg/m³,2023-03-02,OpenAQ/CPCB
Patna,Bihar,25.640502618312205,85.09368254074946,no2,19.4,µg/m³,2023-04-01,OpenAQ/CPCB
Patna,Bihar,25.584261725451256,85.15620974960623,no2,19.71,µg/m³,2023-05-01,OpenAQ/CPCB
Patna,Bihar,25.635070082911525,85.09494907157665,no2,19.87,µg/m³,2023-05-31,OpenAQ/CPCB
Patna,Bihar,25.604929742363346,85.09416822333202,no2,13.91,µg/m³,2023-06-30,OpenAQ/CPCB
Patna,Bihar,25.607407672430103,85.14243564340484,no2,16.74,µg/m³,2023-07-30,OpenAQ/CPCB
Patna,Bihar,25.643562775586094,85.14065568374313,no2,17.47,µg/m³,2023-08-29,OpenAQ/CPCB
Patna,Bihar,25.60464267915353,85.0975178461679,no2,19.34,µg/m³,2023-09-28,OpenAQ/CPCB
Patna,Bihar,25.62937927372956,85.15269166648814,no2,41.31,µg/m³,2023-10-28,OpenAQ/CPCB
Patna,Bihar,25.61618399166576,85.10910230663275,no2,43.07,µg/m³,2023-11-27,OpenAQ/CPCB
Vadodara,Gujarat,22.28004935743646,73.16509316188352,pm25,35.26,µg/m³,2023-01-01,OpenAQ/CPCB
Vadodara,Gujarat,22.29879896502615,73.14070858392756,pm25,35.32,µg/m³,2023-01-31,OpenAQ/CPCB
Vadodara,Gujarat,22.323710786306034,73.16863010234356,pm25,19.23,µg/m³,2023-03-02,OpenAQ/CPCB
Vadodara,Gujarat,22.34949850357344,73.13791333081367,pm25,15.18,µg/m³,2023-04-01,OpenAQ/CPCB
Vadodara,Gujarat,22.26652301017037,73.14085644325658,pm25,25.21,µg/m³,2023-05-01,OpenAQ/CPCB
Vadodara,Gujarat,22.33837692852774,73.18683707356153,pm25,23.83,µg/m³,2023-05-31,OpenAQ/CPCB
Vadodara,Gujarat,22.31335864139921,73.16416459814162,pm25,21.58,µg/m³,2023-06-30,OpenAQ/CPCB
Vadodara,Gujarat,22.29255980796338,73.1977340520003,pm25,14.73,µg/m³,2023-07-30,OpenAQ/CPCB
Vadodara,Gujarat,22.34400921488691,73.20330606787462,pm25,24.0,µg/m³,2023-08-29,OpenAQ/CPCB
Vadodara,Gujarat,22.31724100912247,73.16636461856932,pm25,27.22,µg/m³,2023-09-28,OpenAQ/CPCB
Vadodara,Gujarat,22.2784738805672,73.19687363029882,pm25,38.62,µg/m³,2023-10-28,OpenAQ/CPCB
Vadodara,Gujarat,22.268021838192727,73.21573734186013,pm25,29.22,µg/m³,2023-11-27,OpenAQ/CPCB
Vadodara,Gujarat,22.333460563193686,73.18861000043314,no2,18.35,µg/m³,2023-01-01,OpenAQ/CPCB
Vadodara,Gujarat,22.341715516132837,73.22865466021257,no2,24.84,µg/m³,2023-01-31,OpenAQ/CPCB
Vadodara,Gujarat,22.318557328053547,73.19546991638299,no2,13.89,µg/m³,2023-03-02,OpenAQ/CPCB
Vadodara,Gujarat,22.350108429099496,73.21414607899597,no2,7.39,µg/m³,2023-04-01,OpenAQ/CPCB
Vadodara,Gujarat,22.275241607196087,73.20146987728657,no2,9.37,µg/m³,2023-05-01,OpenAQ/CPCB
Vadodara,Gujarat,22.29118246567773,73.13181057894037,no2,9.71,µg/m³,2023-05-31,OpenAQ/CPCB
Vadodara,Gujarat,22.313832109476138,73.17127843439995,no2,14.32,µg/m³,2023-06-30,OpenAQ/CPCB
Vadodara,Gujarat,22.320517201265552,73.13426570983809,no2,8.34,µg/m³,2023-07-30,OpenAQ/CPCB
Vadodara,Gujarat,22.278713288003352,73.17318324937645,no2,13.3,µg/m³,2023-08-29,OpenAQ/CPCB
Vadodara,Gujarat,22.2942053092477,73.20335959677428,no2,9.98,µg/m³,2023-09-28,OpenAQ/CPCB
Vadodara,Gujarat,22.313959355661442,73.13969570399772,no2,24.4,µg/m³,2023-10-28,OpenAQ/CPCB
Vadodara,Gujarat,22.272940989710715,73.1929838181926,no2,13.7,µg/m³,2023-11-27,OpenAQ/CPCB
Surat,Gujarat,21.147410284354624,72.84729386928083,pm25,37.37,µg/m³,2023-01-01,OpenAQ/CPCB
Surat,Gujarat,21.16440441866978,72.80841668443648,pm25,32.83,µg/m³,2023-01-31,OpenAQ/CPCB
Surat,Gujarat,21.131581750811023,72.82409136333979,pm25,21.85,µg/m³,2023-03-02,OpenAQ/CPCB
Surat,Gujarat,21.188048625476014,72.82976327533643,pm25,15.53,µg/m³,2023-04-01,OpenAQ/CPCB
Surat,Gujarat,21.124741736260443,72.82062633960876,pm25,20.67,µg/m³,2023-05-01,OpenAQ/CPCB
Surat,Gujarat,21.120968708589988,72.81124193620185,pm25,19.76,µg/m³,2023-05-31,OpenAQ/CPCB
Surat,Gujarat,21.133923480525734,72.80665195040216,pm25,14.56,µg/m³,2023-06-30,OpenAQ/CPCB
Surat,Gujarat,21.12097299065693,72.85580141234298,pm25,16.13,µg/m³,2023-07-30,OpenAQ/CPCB
Surat,Gujarat,21.158220744571526,72.85146712633828,pm25,14.08,µg/m³,2023-08-29,OpenAQ/CPCB
Surat,Gujarat,21.203535420241987,72.86172001865668,pm25,18.43,µg/m³,2023-09-28,OpenAQ/CPCB
Surat,Gujarat,21.20637643620226,72.78533022615629,pm25,22.85,µg/m³,2023-10-28,OpenAQ/CPCB
Surat,Gujarat,21.212316243450243,72.86731100136122,pm25,21.56,µg/m³,2023-11-27,OpenAQ/CPCB
Surat,Gujarat,21.177539968088585,72.8520498961569,no2,19.45,µg/m³,2023-01-01,OpenAQ/CPCB
Surat,Gujarat,21.13171733726638,72.78318565590249,no2,17.33,µg/m³,2023-01-31,OpenAQ/CPCB
Surat,Gujarat,21.200332215431047,72.84291252633044,no2,8.93,µg/m³,2023-03-02,OpenAQ/CPCB
Surat,Gujarat,21.21217697517414,72.7899129881298,no2,12.71,µg/m³,2023-04-01,OpenAQ/CPCB
Surat,Gujarat,21.144531647482275,72.8399871288303,no2,12.8,µg/m³,2023-05-01,OpenAQ/CPCB
Surat,Gujarat,21.159776669685936,72.81212745618359,no2,10.42,µg/m³,2023-05-31,OpenAQ/CPCB
Surat,Gujarat,21.153506862249316,72.79791327080457,no2,9.04,µg/m³,2023-06-30,OpenAQ/CPCB
Surat,Gujarat,21.131602663983855,72.83209520623231,no2,10.32,µg/m³,2023-07-30,OpenAQ/CPCB
Surat,Gujarat,21.15513752654724,72.85383791056739,no2,13.26,µg/m³,2023-08-29,OpenAQ/CPCB
Surat,Gujarat,21.201703700575003,72.80472688489468,no2,12.61,µg/m³,2023-09-28,OpenAQ/CPCB
Surat,Gujarat,21.1399271802824,72.84133989852732,no2,13.69,µg/m³,2023-10-28,OpenAQ/CPCB
Surat,Gujarat,21.185750901051875,72.79881461289473,no2,21.92,µg/m³,2023-11-27,OpenAQ/CPCB
Agra,Uttar Pradesh,27.17611170250174,78.0335445825247,pm25,85.59,µg/m³,2023-01-01,OpenAQ/CPCB
Agra,Uttar Pradesh,27.171590525699507,78.05051542583857,pm25,84.92,µg/m³,2023-01-31,OpenAQ/CPCB
Agra,Uttar Pradesh,27.19022983190606,78.02055217794418,pm25,41.54,µg/m³,2023-03-02,OpenAQ/CPCB
Agra,Uttar Pradesh,27.189421740689976,77.9731957401393,pm25,50.19,µg/m³,2023-04-01,OpenAQ/CPCB
Agra,Uttar Pradesh,27.170920806383627,77.9883820435139,pm25,27.22,µg/m³,2023-05-01,OpenAQ/CPCB
Agra,Uttar Pradesh,27.13231721202131,78.00883368852898,pm25,33.18,µg/m³,2023-05-31,OpenAQ/CPCB
Agra,Uttar Pradesh,27.171891386370067,77.9637890050834,pm25,34.21,µg/m³,2023-06-30,OpenAQ/CPCB
Agra,Uttar Pradesh,27.134373100117347,78.04452500339252,pm25,49.25,µg/m³,2023-07-30,OpenAQ/CPCB
Agra,Uttar Pradesh,27.188200838841556,78.0088067817334,pm25,49.93,µg/m³,2023-08-29,OpenAQ/CPCB
Agra,Uttar Pradesh,27.182131637133832,78.03728177972654,pm25,38.6,µg/m³,2023-09-28,OpenAQ/CPCB
Agra,Uttar Pradesh,27.17167337036509,78.0390815917698,pm25,91.98,µg/m³,2023-10-28,OpenAQ/CPCB
Agra,Uttar Pradesh,27.158852676288042,78.0056629027943,pm25,79.31,µg/m³,2023-11-27,OpenAQ/CPCB
Agra,Uttar Pradesh,27.13288737001011,77.96845018772704,no2,29.6,µg/m³,2023-01-01,OpenAQ/CPCB
Agra,Uttar Pradesh,27.161043777583828,78.02953155491674,no2,51.2,µg/m³,2023-01-31,OpenAQ/CPCB
Agra,Uttar Pradesh,27.143955891143637,77.98287437235983,no2,22.12,µg/m³,2023-03-02,OpenAQ/CPCB
Agra,Uttar Pradesh,27.170642179176262,78.01037480352656,no2,21.05,µg/m³,2023-04-01,OpenAQ/CPCB
Agra,Uttar Pradesh,27.16398519821013,77.98638935786144,no2,16.57,µg/m³,2023-05-01,OpenAQ/CPCB
Agra,Uttar Pradesh,27.16053671468414,78.0178885862383,no2,20.58,µg/m³,2023-05-31,OpenAQ/CPCB
Agra,Uttar Pradesh,27.19143053569693,77.96469118542797,no2,26.68,µg/m³,2023-06-30,OpenAQ/CPCB
Agra,Uttar Pradesh,27.194537934484007,77.9865146973878,no2,15.54,µg/m³,2023-07-30,OpenAQ/CPCB
Agra,Uttar Pradesh,27.192356408641047,78.04873426971636,no2,25.63,µg/m³,2023-08-29,OpenAQ/CPCB
Agra,Uttar Pradesh,27.160036203606055,78.01637395145865,no2,28.03,µg/m³,2023-09-28,OpenAQ/CPCB
Agra,Uttar Pradesh,27.161682078753586,78.05486965076928,no2,29.33,µg/m³,2023-10-28,OpenAQ/CPCB
Agra,Uttar Pradesh,27.165895798433535,78.01760412281516,no2,45.41,µg/m³,2023-11-27,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.298558188741595,82.96156793060563,pm25,83.98,µg/m³,2023-01-01,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.348918478381478,82.99091163999947,pm25,77.2,µg/m³,2023-01-31,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.341477467212947,82.99244144402776,pm25,43.85,µg/m³,2023-03-02,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.33220248207335,82.96624063663221,pm25,36.06,µg/m³,2023-04-01,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.303859766898203,82.94192629228769,pm25,31.83,µg/m³,2023-05-01,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.362366826753433,82.97252709208728,pm25,28.03,µg/m³,2023-05-31,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.281356535317705,82.93161650843008,pm25,28.35,µg/m³,2023-06-30,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.277714076366788,83.00098747203631,pm25,44.25,µg/m³,2023-07-30,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.355968216549254,82.92767474923576,pm25,44.01,µg/m³,2023-08-29,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.344230760444724,82.93700490414295,pm25,31.18,µg/m³,2023-09-28,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.283824721208845,83.00703450566891,pm25,57.98,µg/m³,2023-10-28,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.34850437196393,82.94045391657441,pm25,76.25,µg/m³,2023-11-27,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.30868586114965,82.99153629221885,no2,33.78,µg/m³,2023-01-01,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.312019870980528,82.95239279325634,no2,28.63,µg/m³,2023-01-31,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.31249279630333,82.97730111496983,no2,23.21,µg/m³,2023-03-02,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.348462387109077,82.97080156050322,no2,16.93,µg/m³,2023-04-01,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.304384095822503,83.0186130170244,no2,24.45,µg/m³,2023-05-01,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.3137679978441,82.95207717327038,no2,26.58,µg/m³,2023-05-31,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.32034597884615,83.0205268153206,no2,17.97,µg/m³,2023-06-30,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.347725922415155,82.93773985346034,no2,24.19,µg/m³,2023-07-30,OpenAQ/CPCB
Varanasi,Uttar Pradesh,25.331717903620444,83.01131169450522,no2,16.08,µg/m³,2023-08-29,OpenAQ/CPCB
